symbol	subsectorcode	industryname	supersector	sector	subsector	foundingdate	chartercapital	numberofemployee	banknumberofbranch	companyprofile	listingdate	exchange	firstprice	issueshare	listedvalue	companyname	ttmtype	marketcap	sharesoutstanding	bv	beta	eps	dilutedeps	pe	pb	dividendyield	totalrevenue	profit	asset	roe	roa	npl	financialleverage
PNG	5373	Dịch vụ Tiêu dùng	Bán lẻ	Bán lẻ	Bán lẻ phức hợp	03/11/2003 15:27:00	90000000000.0	115	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Thương mại Ph&#250; Nhuận (PNG) c&#243; tiền th&#226;n l&#224; Doanh nghiệp Nh&#224; nước C&#244;ng ty Thương mại Ph&#250; Nhuận được th&#224;nh lập v&#224;o&amp;nbsp;năm 1992. Hoạt động sản xuất ch&#237;nh của C&#244;ng ty l&#224; (i) Kinh doanh bất động sản v&#224; dịch vụ ăn uống, (ii) Xuất khẩu nh&#226;n điều, c&#224; ph&#234; v&#224; nấm rơm. PNG chuyển sang hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2003. C&#244;ng ty hiện đang quản l&#253; vận h&#224;nh&amp;nbsp; Nh&#224; h&#224;ng Tiệc cưới- Hội nghị Ph&#250; Nhuận, Tiệc cưới Hội nghị Ph&#250; Nhuận Plaza v&#224; Nh&#224; h&#224;ng Hoa Vi&#234;n&amp;nbsp;Tri Kỷ. PNG hoạt động kinh doanh thương mại xuất khẩu n&#244;ng sản v&#224; đầu tư t&#224;i ch&#237;nh. PNG được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 04/2016.&lt;/P&gt;&lt;/DIV&gt;"	05/04/2016 00:00:00	Upcom	15000.0	9000000.0	117000000000.00	Công ty Cổ phần Thương Mại Phú Nhuận	0	111600000000.0	9000000.0	6570.9212325556	-0.0843077396	1822.0593897778	1822.0593897778	6.8054861820	1.8871022131	0.0000000000	213016901599.0	15375094013.0	168626843330.0	0.3449447583	0.1080814520	0.0000000000	2.0630386690
PND	7573	Tiện ích Cộng đồng	Điện, nước & xăng dầu khí đốt	Nước & Khí đốt	Phân phối xăng dầu & khí đốt	30/11/2010 00:00:00	66666660000.0	213	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Xăng dầu Dầu kh&#237; Nam Định (PND) c&#243; tiền th&#226;n l&#224; X&#237; nghiệp Kinh doanh Sản phẩm Dầu kh&#237; Nam Định trực thuộc Tổng C&#244;ng ty Cổ phần Dịch vụ Kỹ thuật Dầu kh&#237; Việt Nam (PTSC), được th&#224;nh lập v&#224;o năm 2011. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực kinh doanh c&#225;c sản phẩm dầu mỏ. PND ch&#237;nh thức hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2010. C&#244;ng ty hiện c&#243; mạng lưới b&#225;n lẻ trải rộng tr&#234;n địa b&#224;n 03 tỉnh Nam Định, H&#224; Nam v&#224; Ninh B&#236;nh v&#224; chiếm khoảng 20% thị phần tr&#234;n địa b&#224;n n&#224;y. PVOIL quản l&#253; v&#224; vận h&#224;nh tr&#234;n 500 cửa h&#224;ng xăng dầu v&#224; 3.000 cửa h&#224;ng xăng dầu đại l&#253;. PVOIL sở hữu hệ thống kho với sức chứa gần 1 triệu m&#179; (khu vực miền Bắc: 220.000 m&#179;, miền Trung: 67.000 m&#179;, miền Nam: 665.000 m&#179;).&amp;nbsp;Ng&#224;y 20/02/2017, PND ch&#237;nh thức giao dịch tr&#234;n thị trường UPCOM&lt;/DIV&gt;	20/02/2017 00:00:00	Upcom	11100.0	6666666.0	41333329200.00	Công ty Cổ phần Xăng dầu Dầu khí Nam Định	0	47999995200.0	6666666.0	11410.9128453413	1.0174945161	24.7030649203	24.7030649203	291.4618094244	0.6309749358	0.0000000000	1568674685361.0	164687083.0	270523766631.0	0.0021585661	0.0007719354	0.0000000000	2.5561194448
PNJ	3767	Hàng Tiêu dùng	Hàng cá nhân & Gia dụng	Hàng cá nhân	Hàng cá nhân	02/01/2004 21:28:00	2252935850000.0	6570	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần V&#224;ng Bạc Đ&#225; Qu&#253; Ph&#250; Nhuận (PNJ)&amp;nbsp;c&#243; tiền th&#226;n l&#224; cửa h&#224;ng Kinh doanh V&#224;ng bạc Ph&#250; Nhuận trực thuộc UBND Quận Ph&#250; Nhuận,&amp;nbsp;được th&#224;nh lập v&#224;o ng&#224;y 28/04/1988. PNJ chuy&#234;n sản xuất, kinh doanh trang sức bằng v&#224;ng, bạc, đ&#225; qu&#253;. C&#244;ng ty&amp;nbsp;ch&#237;nh thức&amp;nbsp;hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm&amp;nbsp;2004. PNJ hiện quản l&#253; v&#224; vận h&#224;nh X&#237; nghiệp nữ trang PNJ với tổng vốn đầu tư l&#224; 120 tỷ đồng v&#224; c&#244;ng suất sản xuất đạt tr&#234;n 4 triệu sản phẩm/năm. T&#237;nh đến cuối năm 2019, PNJ đ&#227; ph&#225;t triển hệ thống ph&#226;n phối với&amp;nbsp;346 cửa h&#224;ng cửa h&#224;ng b&#225;n lẻ, k&#234;nh thương mại điện tử v&#224; gi&#225;n tiếp th&#244;ng qua hơn 3.000 kh&#225;ch h&#224;ng sỉ tr&#234;n to&#224;n quốc. Sản phẩm của PNJ đ&#227; được xuất khẩu tới 13 quốc gia v&#224; v&#249;ng l&#227;nh thổ. PNJ được ni&#234;m yết v&#224; giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n Th&#224;nh phố Hồ Ch&#237; Minh (HOSE) từ năm 2009.&lt;/P&gt;&lt;/DIV&gt;"	23/03/2009 00:00:00	HOSE	0.0	225293585.0	15545257365000.00	Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận	1	15308433768000.0	225124026.0	21780.2571031979	1.5362243841	4570.3695651151	4570.3695651151	14.8784467057	3.1220935399	0.0264705882	17000681080523.0	1190694436579.0	8091041995102.0	0.2143210100	0.1235518242	0.0000000000	0.6501354957
POM	1757	Nguyên vật liệu	Tài nguyên Cơ bản	Kim loại	Thép và sản phẩm thép	17/08/1999 11:21:00	2796763360000.0	1385	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Th&#233;p Pomina (POM) c&#243;&amp;nbsp;tiền th&#226;n l&#224; Nh&#224; m&#225;y Th&#233;p Pomina 1 được th&#224;nh lập năm 1999. Năm 2008 c&#244;ng ty chuyển sang hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần. C&#244;ng ty hoạt động trong lĩnh vực&amp;nbsp;sản xuất kinh doanh th&#233;p x&#226;y dựng như th&#233;p thanh v&#224; th&#233;p cuộn. Thị trường ch&#237;nh của c&#244;ng ty bao gồm to&#224;n bộ khu vực miền Trung, c&#225;c tỉnh Đồng bằng S&#244;ng Cửu Long v&#224; thị trường Campuchia. Pomina l&#224; nh&#224; m&#225;y th&#233;p lớn nhất Việt Nam với tổng c&#244;ng suất luyện ph&#244;i th&#233;p 1,5 triệu tấn, c&#244;ng suất c&#225;n th&#233;p 1,1 triệu tấn. Mạng lưới ph&#226;n phối của c&#244;ng ty rộng khắp với 7 tổng đại l&#253; v&#224; hơn 800 đại l&#253; thứ cấp. POM được ni&#234;m yết v&#224; giao dịch tr&#234;n Sở Giao dịch&amp;nbsp;Chứng kho&#225;n Th&#224;nh phố&amp;nbsp;Hồ Ch&#237; Minh (HOSE) từ th&#225;ng 04/2010.&lt;/DIV&gt;	20/04/2010 00:00:00	HOSE	40000.0	279676336.0	0	Công ty Cổ phần Thép Pomina	1	1490207971100.0	278543546.0	11981.5382358958	0.1042093207	-1173.6810234404	-1173.6810234404	-4.5583083420	0.4465202960	0.0000000000	11995019229497.0	-309516700290.0	10765150662948.0	-0.0945026544	-0.0289339098	0.0000000000	2.2193558890
POT	9572	Công nghệ Thông tin	Công nghệ Thông tin	Thiết bị và Phần cứng	Phần cứng	15/11/2004 00:00:00	194400000000.0	439	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Thiết bị Bưu điện (POT),&amp;nbsp;tiền th&#226;n l&#224; Cơ xưởng Bưu điện Trung Ương, được th&#224;nh lập năm 1954. Năm 2004, C&#244;ng ty chuyển đổi m&#244; h&#236;nh kinh doanh hoạt động l&#224; C&#244;ng ty Cổ phần. Vốn điều lệ hiện tại l&#224; 194 tỷ đồng. C&#244;ng ty chuyền về xuất khẩu, nhập khẩu vật tư, thiết bị, lắp&amp;nbsp;đặt m&#225;y m&#243;c&amp;nbsp;chuy&#234;n ng&#224;nh bưu ch&#237;nh, viễn th&#244;ng, điện tử, tin học. C&#244;ng ty c&#243; thị trường ti&#234;u thụ ổn định với 90% tổng gi&#225; trị sản phẩm được ti&#234;u thụ bởi c&#225;c c&#244;ng ty trong tập đo&#224;n VNPT. Ngo&#224;i ra, sản phẩm của c&#244;ng ty&amp;nbsp;c&#242;n&amp;nbsp;được&amp;nbsp;xuất khẩu sang thị trường L&#224;o, H&#224;n Quốc, Campuchia, Ch&#226;u Phi v&#224; Achentina. Với 3 chi nh&#225;nh v&#224; 5 nh&#224; m&#225;y đặt cả ba miền Bắc, Trung, Nam v&#224; 1 c&#244;ng to con, sản phẩm của c&#244;ng ty được ti&#234;u thụ tr&#234;n địa b&#224;n to&#224;n quốc. H&#224; Nội v&#224; th&#224;nh phố Hồ Ch&#237; Minh chiếm tr&#234;n 90% tổng doanh thu của c&#244;ng ty. Ng&#224;y 20/12/2006, POT ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX).&lt;/DIV&gt;	20/12/2006 00:00:00	HNX	70000.0	19430006.0	334196103200.00	Công ty Cổ phần Thiết bị Bưu điện	1	308937095400.0	19430006.0	16093.4979776640	-0.2460903330	671.9065552800	671.9065552800	23.6640048755	0.9879766364	0.0943396226	1191475848323.0	17983151949.0	2119108030078.0	0.0409199261	0.0059743758	0.0000000000	5.7768787074
POV	7573	Tiện ích Cộng đồng	Điện, nước & xăng dầu khí đốt	Nước & Khí đốt	Phân phối xăng dầu & khí đốt	29/05/2007 14:58:00	124996120000.0	177	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Xăng dầu Dầu kh&#237; Vũng &#193;ng (POV)&amp;nbsp;l&#224; thương hiệu kinh doanh xăng dầu h&#224;ng đầu Bắc Trung Bộ&amp;nbsp;được th&#224;nh lập năm 2007. POV&amp;nbsp;l&#224; th&#224;nh vi&#234;n của Tổng c&#244;ng ty Dầu Việt Nam n&#234;n POV được sự hỗ trợ về vốn, chiến lược kinh doanh cũng như bạn h&#224;ng l&#226;u năm của Tổng C&#244;ng ty. C&#244;ng ty chủ yếu kinh doanh xăng dầu v&#224; cho thu&#234; c&#225;c kho, cảng xăng dầu tại địa b&#224;n c&#225;c tỉnh H&#224; Tĩnh, Quảng B&#236;nh, Nghệ An theo sự ph&#226;n c&#244;ng của Tổng c&#244;ng ty Dầu Việt Nam. C&#244;ng ty cổ phần xăng dầu dầu kh&#237; Vũng &#193;ng&amp;nbsp;đ&#227;&amp;nbsp;triển khai x&#226;y dựng 01 Tổng kho xăng dầu Vũng &#193;ng với sức chứa 110.000m&lt;SUP&gt;3&lt;/SUP&gt;&amp;nbsp;tr&#234;n diện t&#237;ch 08 ha tại Khu Kinh tế Vũng &#193;ng, x&#227; Kỳ Lợi, huyện Kỳ Anh, tỉnh H&#224; Tĩnh. Hệ thống đại l&#253; v&#224; cửa h&#224;ng b&#225;n lẽ xăng dầu: PVOIL Vũng &#225;ng c&#243; mạng lưới kinh doanh xăng dầu tr&#234;n khu vực Bắc Trung bộ v&#224; CHDCND L&#224;o. Ng&#224;y&amp;nbsp;23/09/2010, POV&amp;nbsp;ch&#237;nh thức&amp;nbsp;giao dịch tr&#234;n thị&amp;nbsp;trường&amp;nbsp;UPCOM.&lt;/DIV&gt;	23/09/2010 00:00:00	Upcom	0.0	12499612.0	0	Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng	1	68747866000.0	12499612.0	12042.7902070880	0.1919239428	-116.6439046268	-116.6439046268	-47.1520566599	0.4567047923	0.0000000000	2082943867122.0	9515356381.0	327167706683.0	-0.0091004395	-0.0041996845	0.0000000000	1.1734356019
DNA	7577	Tiện ích Cộng đồng	Điện, nước & xăng dầu khí đốt	Nước & Khí đốt	Nước	28/03/2011 00:00:00	510929990000.0	1365	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Điện nước An Giang (DNA) c&#243; tiền th&#226;n l&#224; Ban Quản l&#253; v&#224; Ph&#225;t triển Điện N&#244;ng Th&#244;n, đươc th&#224;nh lập&amp;nbsp;trực thuộc Ủy ban Kế hoạch tỉnh An Giang v&#224;o năm 1993. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực cung cấp ph&#226;n phối&amp;nbsp;điện v&#224;&amp;nbsp;nước sạch. DNA ch&#237;nh thức hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2011. Với tổng c&#244;ng suất to&#224;n C&#244;ng ty l&#224; 132.000 m3/ng&#224;y, DNA&amp;nbsp;hiện đang l&#224; đơn vị cung cấp nước sạch lớn nhất tại An Giang. B&#234;n cạnh đ&#243;, C&#244;ng ty cũng tham gia v&#224;o lĩnh vực&amp;nbsp;bất động sản với dự &#225;n khu biệt thự vườn N&#250;i Sam,&amp;nbsp;phường N&#250;i Sam, th&#224;nh phố Ch&#226;u Đốc với quy m&#244; 163 l&#244; đất nền. DNA&amp;nbsp;được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 10/2017. &amp;nbsp;&lt;/DIV&gt;	19/10/2017 00:00:00	Upcom	13500.0	51092999.0	0	Công ty Cổ phần Điện nước An Giang	1	1260714957500.0	53647445.0	35496.2377164094	0.3822321662	2673.9134654409	2673.9134654409	8.7886164993	0.6620419941	0.0638297872	1722815431058.0	118821444385.0	2566759321009.0	0.0782428701	0.0573730315	0.0000000000	0.3478879180
PPC	7535	Tiện ích Cộng đồng	Điện, nước & xăng dầu khí đốt	Sản xuất & Phân phối Điện	Sản xuất & Phân phối Điện	26/01/2006 00:00:00	3262350000000.0	1054	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P align=left&gt;C&#244;ng ty Cổ phần Nhiệt điện Phả Lại (PPC) c&#243;&amp;nbsp;tiền th&#226;n l&#224; Nh&#224; m&#225;y Nhiệt điện Phả Lại được th&#224;nh lập v&#224;o năm 1982. C&#244;ng ty hoạt&amp;nbsp;động ch&#237;nh trong&amp;nbsp;lĩnh vực sản xuất v&#224; kinh doanh&amp;nbsp;điện năng. Từ năm 2006, PPC&amp;nbsp;chuyển sang hoạt động theo m&#244; h&#236;nh cổ phần. C&#244;ng ty&amp;nbsp;hiện&amp;nbsp;đang &amp;nbsp;quản l&#253; vận h&#224;nh 02 Nh&#224; m&#225;y nhiệt điện, gồm 06 tổ m&#225;y c&#243; tổng c&#244;ng suất ph&#225;t&amp;nbsp;điện l&#224; 1.040 MW. Mổi năm, PPC sản xuất v&#224; cung cấp cho hệ thống điện lưới quốc gia khoảng 6 tỷ KWh. PPC được giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n Th&#224;nh phố Hồ Ch&#237; Minh (HOSE) từ th&#225;ng 01/2007.&lt;/P&gt;&lt;/DIV&gt;"	26/01/2007 00:00:00	HOSE	105000.0	326235000.0	7519716750000.00	Công ty Cổ phần Nhiệt điện Phả Lại	1	7422192200100.0	320613054.0	18996.1939737332	0.3636339696	3108.1483407963	3108.1483407963	7.4481644573	1.2186651722	0.0863930886	8182925335631.0	1260867471637.0	6851393687769.0	0.1649381143	0.1436004338	0.0000000000	0.1249445774
PPH	3763	Hàng Tiêu dùng	Hàng cá nhân & Gia dụng	Hàng cá nhân	Hàng May mặc	20/02/2009 16:14:00	746708910000.0	4281	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Được th&#224;nh lập v&#224;o năm 1964, Tổng C&#244;ng ty Cổ Phần Phong Ph&#250; (PPH), một th&#224;nh vi&#234;n của Tập đo&#224;n Dệt may Việt Nam, l&#224; một trong những doanh nghiệp h&#224;ng đầu trong ng&#224;nh c&#244;ng nghiệp dệt may Việt Nam. Hoạt động kinh doanh chủ yếu của c&#244;ng ty l&#224;: sản xuất v&#224; kinh doanh c&#225;c sản phẩm ng&#224;nh dệt may, (ii) hoạt động kinh doanh trong lĩnh vực bất động sản v&#224; đầu tư t&#224;i ch&#237;nh. L&#224; một trong những c&#244;ng ty sản xuất sợi h&#224;ng đầu, PPH đ&#227; trở th&#224;nh nh&#224; cung cấp chỉ kh&#226;u cao cấp cho Coats Group (Tập đo&#224;n nổi tiếng từ Anh), v&#224; c&#225;c th&#224;nh vi&#234;n kh&#225;c của Vinatex. Với một d&#226;y chuyền kh&#233;p k&#237;n: k&#233;o sợi - dệt - nhuộm - ho&#224;n tất, c&#225;c sản phẩm của PPH đ&#227; khẳng định vị thế của m&#236;nh tr&#234;n thị trường trong nước v&#224; quốc tế. Hiện nay, sản phẩm dệt may của c&#244;ng ty chiếm lĩnh 40% thị trường trong nước, với c&#225;c thương hiệu ti&#234;u biểu như Mollis, MACIO, Hải V&#226;n, v&#224; Văn Cầu. PPH được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 08/2017.&lt;/DIV&gt;	23/08/2017 00:00:00	Upcom	25000.0	74670891.0	1105129186800.00	Tổng Công ty Cổ phần Phong Phú	1	1090195008600.0	74670891.0	20086.2574934321	1.8438496902	3233.1278774349	3233.1278774349	4.5157508622	0.7268651218	0.1027397260	3335691715342.0	203697682482.0	4085082212729.0	0.1531533253	0.0528830033	0.0000000000	1.6918649802
PRC	2779	Công nghiệp	Hàng & Dịch vụ Công nghiệp	Vận tải	Dịch vụ vận tải	15/06/1993 09:16:00	12000000000.0	50	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Portserco (PRC), tiền th&#226;n l&#224; X&#237; nghiệp Dịch vụ Tổng hợp Cảng Đ&#224; Nẵng thuộc Cảng Đ&#224; Nẵng được th&#224;nh lập năm 1993. Năm 2002, C&#244;ng ty chuyển&amp;nbsp;đổi m&#244; h&#236;nh kinh doanh hoạt&amp;nbsp;động l&#224; C&#244;ng ty&amp;nbsp;Cổ phần. Vốn điều lệ hiện tại của C&#244;ng ty l&#224; 12 tỷ đồng. Ng&#224;nh nghề kinh doanh ch&#237;nh của c&#244;ng ty l&#224;&amp;nbsp;vận tải h&#224;ng h&#243;a đường bộ th&#244;ng qua cảng Đ&#224; Nẵng, tại đ&#226;y c&#244;ng ty chiếm tỷ phần lớn nhất với khoảng 1 đến 1,2 triệu tấn h&#224;ng h&#243;a mỗi năm, chiếm 40-45% tổng doanh số. Đối với thị trường h&#224;ng h&#243;a th&#244;ng qua cảng Đ&#224; Nẵng, C&#225;c đối t&#225;c v&#224; kh&#225;ch h&#224;ng chiến lược của C&#244;ng ty bao gồm C&#244;ng ty Acutech (Th&#225;i Lan), SMT (L&#224;o) v&#224; hơn 50 kh&#225;ch h&#224;ng lớn&amp;nbsp;như Tập đo&#224;n Prime, C&#244;ng ty&amp;nbsp;cổ phần&amp;nbsp;Đồng T&#226;m Miền Trung, C&#244;ng ty cổ phần Xi măng Hải V&#226;n, C&#244;ng ty cổ phần Xi măng Cosevco, C&#244;ng ty cổ phần&amp;nbsp;Xi măng Ngũ H&#224;nh Sơn, C&#244;ng ty cổ phần&amp;nbsp;Th&#233;p Đ&#224; Nẵng &#221;, C&#244;ng ty cổ phần Th&#233;p Th&#225;i B&#236;nh Dương, C&#244;ng ty cổ phần&amp;nbsp;Kỹ nghệ Kho&#225;ng sản Quảng Nam, C&#244;ng ty TNHH Transcend Việt Nam. Ng&#224;y 29/11/2010, PRC ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX).&lt;/P&gt;&lt;/DIV&gt;"	29/11/2010 00:00:00	HNX	30000.0	1200000.0	0	Công ty Cổ phần Logistics Portserco	1	10320000000.0	1200000.0	22994.0010616667	0.1525599151	472.6506293454	472.6506293454	18.1952576936	0.3740105942	0.0000000000	108615514729.0	1434907150.0	59493346960.0	0.0205055260	0.0091253219	0.0000000000	1.1561184154
PRO	3577	Hàng Tiêu dùng	Thực phẩm và đồ uống	Sản xuất thực phẩm	Thực phẩm	02/01/2008 10:42:00	30000000000.0	15	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Procimex Việt Nam (PRO)&amp;nbsp;tiền th&#226;n l&#224; C&#244;ng ty Kinh doanh chế biến h&#224;ng xuất nhập khẩu Đ&#224; Nẵng được th&#224;nh lập năm 1977. Hoạt động sản xuất kinh doanh ch&#237;nh của C&#244;ng ty được chia th&#224;nh 2 nh&#243;m bao gồm kinh doanh c&#225;c sản phẩm về c&#225; v&#224; dịch vụ giết mổ gia s&#250;c, gia cầm, trong đ&#243; hoạt động kinh doanh sản phẩm c&#225; c&#225;c loại chiếm tỷ trọng lớn trong cơ cấu doanh thu. Hiện nay, sản phẩm của Procimex đ&#227; được xuất khẩu sang c&#225;c thị trường EU, Mỹ, Israel, Algeria, Ecuador, Nhật Bản.&lt;/DIV&gt;	10/10/2014 00:00:00	Upcom	10000.0	3000000.0	0	Công ty Cổ phần Procimex Việt Nam	0	12000000000.0	3000000.0	10571.5750896667	0.7863114524	1286.6929450000	1286.6929450000	3.1087447985	0.3783731342	0.0000000000	39809253204.0	3860078835.0	54046661801.0	0.1295794096	0.0845691123	0.0000000000	0.7041504015
BT1	1357	Nguyên vật liệu	Hóa chất	Hóa chất	Sản phẩm hóa dầu, Nông dược & Hóa chất khác	05/06/2006 17:46:00	52500000000.0	331	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty cổ phần bảo vệ thực vật 1 Trung Ương (BT1)&amp;nbsp;với tiền th&#226;n l&#224; C&#244;ng ty vật tư bảo vệ thực vật 1, được th&#224;nh lập v&#224;o ng&#224;y 26/11/1985 v&#224; chuyển đổi th&#224;nh c&#244;ng ty cổ phần v&#224;o năm 2005 với vốn điều lệ ban đầu l&#224; 35 tỷ đồng. Trải qua hơn 30 năm ph&#225;t triền, C&#244;ng ty hiện c&#243; 3 xưởng sản xuất đặt tại c&#225;c th&#224;nh phố lớn, c&#249;ng với 9 chi nh&#225;nh v&#224; 8 Tổ B&#225;n h&#224;ng Khu vực tr&#234;n cả nước. Hoạt động ch&#237;nh trong ng&#224;nh thuốc bảo vệ thực vật với c&#225;c sản phẩm ch&#237;nh như thuốc trừ s&#226;u, ph&#226;n b&#243;n…, việc đẩy mạnh c&#225;c hoạt động marketing v&#224; hệ thống ph&#226;n phối sản phẩm đ&#243;ng vai tr&#242; quan trọng trong việc tạo n&#234;n lợi thế cạnh tranh cho C&#244;ng ty. Ch&#237;nh v&#236; thế, trong c&#225;c chiến lược sản xuất d&#224;i hạn của m&#236;nh, C&#244;ng ty cũng tập trung củng cố v&#224; mở rộng c&#225;c k&#234;nh ph&#226;n phối b&#225;n h&#224;ng đồng thời hướng tới ph&#225;t triển ổn định nguồn cung ứng c&#225;c nguy&#234;n liệu phục vụ cho hoạt động sản xuất. &lt;/DIV&gt;	09/11/2016 00:00:00	Upcom	15000.0	5250000.0	0	Công ty Cổ phần Bảo vệ thực vật 1 Trung ương	0	61950000000.0	5250000.0	19445.6531819048	0.4517184095	2110.5041289524	2110.5041289524	5.5910812199	0.6068194208	0.1355932203	465744476021.0	11080146677.0	275730486702.0	0.1096667863	0.0395355652	0.0000000000	1.7008654435
PSD	5379	Dịch vụ Tiêu dùng	Bán lẻ	Bán lẻ	Phân phối hàng chuyên dụng	20/04/2007 16:26:00	306826230000.0	223	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Dịch vụ Ph&#226;n phối Tổng hợp Dầu kh&#237; (PSD), tiền th&#226;n l&#224; Chi nh&#225;nh&amp;nbsp;X&#237; nghiệp Viễn th&#244;ng Dầu kh&#237;,&amp;nbsp;được th&#224;nh lập&amp;nbsp;v&#224;o năm 2011. Năm 2011, C&#244;ng ty chuyển đổi m&#244; h&#236;nh kinh doanh hoạt động l&#224; C&#244;ng ty Cổ phần với số vốn điều lệ ban đầu l&#224; 120 tỷ đồng. Vốn điều lệ hiện tại l&#224; 306.82 tỷ đồng. Ng&#224;nh nghề kinh doanh ch&#237;nh của c&#244;ng ty l&#224; ph&#226;n phối điện thoại di động, m&#225;y t&#237;nh, phụ kiện v&#224; đồ chơi th&#244;ng minh. Hiện nay c&#244;ng ty đ&#227; đưa sản phẩm đến khắp c&#225;c tỉnh th&#224;nh trong cả nước. L&#224;&amp;nbsp;đơn vị th&#224;nh vi&#234;n của Tổng&amp;nbsp;C&#244;ng ty Cổ phần dịch vụ Tổng hợp Dầu kh&#237;, do&amp;nbsp;đ&#243; PSD lu&#244;n nhận&amp;nbsp;được sự hỗ trợ về vốn, chiến lược&amp;nbsp;kinh doanh, bạn h&#224;ng&amp;nbsp;từ ph&#237;a Tổng C&#244;ng ty.&amp;nbsp;Hoạt động kinh doanh ch&#237;nh của PSD trải d&#224;i tr&#234;n to&#224;n quốc: Trụ sở ch&#237;nh tại TP Hồ Ch&#237; Minh, 3 chi nh&#225;nh đặt tại H&#224; Nội, Đ&#224; Nẵng v&#224; Cần Thơ; 4 kho h&#224;ng trực thuộc. PSD đ&#227; ch&#237;nh thức trở th&#224;nh nh&#224; ph&#226;n phối m&#225;y t&#237;nh x&#225;ch tay thương hiệu Asus từ năm 2018. Ng&#224;y&amp;nbsp;28/06/2013, PSD&amp;nbsp;ch&#237;nh thức giao dịch tr&#234;n s&#224;n giao dịch chứng kho&#225;n H&#224; Nội (HNX).&lt;/DIV&gt;	28/06/2013 00:00:00	HNX	0.0	30682623.0	414215410500.00	Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí	1	413368960500.0	30619923.0	11538.8809220389	0.3220469427	1691.2347600613	1691.2347600613	7.9823335700	1.1699574761	0.1111111111	5704554963091.0	46172334608.0	2994697054982.0	0.1449575145	0.0210030398	0.0000000000	7.2832376911
