<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
PVF,20120220,9.00,9.00,9.00,9.01,234920,9.40,9.40,9.40,9.40,0,0,5000
PVF,20120217,8.43,8.62,8.43,8.62,529480,8.80,9.00,8.80,9.00,0,40320,0
PVF,20120216,8.15,8.63,8.15,8.24,234290,8.50,9.00,8.50,8.60,0,75450,0
PVF,20120215,8.53,8.72,8.34,8.34,409890,8.90,9.10,8.70,8.70,0,43920,7000
PVF,20120214,8.33,8.72,8.33,8.72,542690,8.70,9.10,8.70,9.10,0,114150,0
PVF,20120213,8.53,8.63,8.44,8.43,400640,8.90,9.00,8.80,8.80,20000,53460,0
PVF,20120210,9.01,9.10,8.82,8.82,653200,9.40,9.50,9.20,9.20,0,170710,0
PVF,20120209,9.01,9.39,9.01,9.20,710150,9.40,9.80,9.40,9.60,0,43420,10000
PVF,20120208,8.62,9.00,8.62,9.01,691580,9.00,9.40,9.00,9.40,0,88120,0
PVF,20120207,8.82,8.82,8.43,8.62,559460,9.20,9.20,8.80,9.00,0,130900,0
PVF,20120206,8.43,8.82,8.15,8.72,812280,8.80,9.20,8.50,9.10,98000,121830,2710
PVF,20120203,8.62,8.62,8.24,8.53,1599820,9.00,9.00,8.60,8.90,0,194380,0
PVF,20120202,8.24,8.24,8.15,8.24,168060,8.60,8.60,8.50,8.60,0,13730,0
PVF,20120201,7.67,7.86,7.57,7.86,521170,8.00,8.20,7.90,8.20,50000,80180,8000
PVF,20120131,7.57,7.57,7.47,7.57,483500,7.90,7.90,7.80,7.90,110000,42840,0
PVF,20120130,7.10,7.29,7.00,7.28,252970,7.40,7.60,7.30,7.60,0,50340,0
PVF,20120120,6.90,7.00,6.81,7.00,695580,7.20,7.30,7.10,7.30,0,197970,0
PVF,20120119,6.52,6.71,6.42,6.71,395430,6.80,7.00,6.70,7.00,0,35360,0
PVF,20120118,6.52,6.62,6.42,6.42,90940,6.80,6.90,6.70,6.70,0,41970,0
PVF,20120117,6.42,6.62,6.42,6.52,194860,6.70,6.90,6.70,6.80,0,78110,510
